"emp_no","first_name","last_name","hire_date"
287200,"Genevieve","Koblitz","2/4/1986"
287202,"Bikash","Oskamp","6/18/1986"
287207,"Koldo","Bahl","6/22/1986"
287211,"Froduald","Zaccaria","12/10/1986"
287221,"Saeed","Sinitsyn","11/9/1986"
287229,"Jiafu","Fontet","4/25/1986"
287235,"Shaz","Covnot","5/30/1986"
287245,"Junsik","Angot","4/24/1986"
287259,"Mircea","DasSarma","12/10/1986"
287262,"Sushant","Whitcomb","2/23/1986"
287265,"Saeed","Mersereau","6/2/1986"
287273,"Cheong","Ramaiah","11/3/1986"
287287,"Fen","Carrera","5/18/1986"
287293,"Gao","Rosch","7/1/1986"
287295,"Mohua","Neiman","1/11/1986"
287320,"Kerhong","Eastman","11/3/1986"
287331,"Jolita","Casperson","8/12/1986"
287335,"Kristen","Strehl","6/9/1986"
287341,"Jiann","McFarlan","2/4/1986"
287345,"Oldrich","Erva","8/5/1986"
287356,"Uinam","Delgrossi","6/6/1986"
287381,"Vasilis","Gecseg","5/10/1986"
287388,"Zongyan","Mahnke","1/26/1986"
287392,"Thodoros","Berendt","8/6/1986"
287395,"Pranav","Esposito","11/6/1986"
287397,"Martien","Pokrovskii","9/22/1986"
287398,"Lein","Roisin","5/8/1986"
287434,"Yongmin","Adachi","4/30/1986"
287437,"Kristinn","Salinas","2/19/1986"
287438,"Duangkaew","Delaune","9/2/1986"
287462,"Piyawadee","Gomatam","3/6/1986"
287469,"Guiseppe","Iisaku","9/15/1986"
287478,"Arno","Feldmann","2/17/1986"
287481,"Charmane","Leppanen","8/14/1986"
287483,"Phuoc","Peron","3/6/1986"
287495,"Adil","Beerel","11/29/1986"
287508,"Anneke","Wissmann","7/21/1986"
287533,"Utz","Niizuma","8/7/1986"
287536,"Bedrich","Kushnir","6/23/1986"
287553,"Khatoun","Zeilberger","1/31/1986"
287565,"Along","Olano","5/4/1986"
287567,"Hongzue","Manders","10/10/1986"
287571,"Kristin","Stenning","7/9/1986"
287582,"Paris","Gopalakrishnan","1/13/1986"
287587,"Ult","Masamoto","5/30/1986"
287592,"Leni","Denna","2/28/1986"
287603,"Domenico","Leaver","3/15/1986"
287607,"Shakhar","Waeselynck","7/19/1986"
287614,"Mountaz","Molenaar","9/5/1986"
287632,"Joydip","Dusink","6/21/1986"
287635,"Jagoda","Kamber","5/12/1986"
287645,"Zissis","Murthy","8/29/1986"
287649,"Abdelwaheb","Hainaut","1/20/1986"
287657,"Sham","Erbe","4/6/1986"
287665,"Shalesh","Snyers","3/25/1986"
287677,"Otilia","Mandelberg","3/20/1986"
287680,"Youssef","Rande","2/6/1986"
287686,"Yefim","Leonhardt","5/8/1986"
287702,"Munehiro","Angelopoulos","4/7/1986"
287711,"Amabile","Jansch","7/28/1986"
287712,"Aleksander","Klerer","3/28/1986"
287713,"Aamod","Ranka","11/17/1986"
287714,"Sachem","Lammel","8/13/1986"
287715,"Ferdinand","Simmel","1/28/1986"
287716,"Babette","Molberg","4/17/1986"
287717,"Inderjeet","Mullainathan","11/12/1986"
287722,"Huan","Dichev","10/29/1986"
287744,"Woody","Hemaspaandra","11/30/1986"
287756,"Douadi","Ernst","1/7/1986"
287768,"Demos","Pargaonkar","11/3/1986"
287769,"Tianruo","Dratva","8/26/1986"
287770,"Duke","Halevi","6/18/1986"
287778,"Krisda","Suomi","3/29/1986"
287802,"Georgi","Passafiume","12/3/1986"
287811,"Otilia","Rothenberg","11/29/1986"
287823,"Masaki","Menhoudj","9/7/1986"
287841,"Kazuhira","Erev","6/29/1986"
287866,"Eben","Dalphin","3/3/1986"
287868,"Hideo","Luders","4/28/1986"
287869,"Nahid","Asmuth","12/28/1986"
287879,"Satosi","Einsfeld","2/17/1986"
287898,"Kazuhisa","Underwood","5/29/1986"
287900,"Steve","Busillo","11/7/1986"
287914,"Reuven","Chiola","9/27/1986"
287917,"Barry","Rindone","6/19/1986"
287931,"Sariel","Tsukuda","1/29/1986"
287943,"Jaewoo","Boyle","12/26/1986"
287963,"Hironoby","Sabnani","1/17/1986"
287974,"Djelloul","Casley","4/16/1986"
287975,"Uma","Ladret","8/20/1986"
287976,"Aria","Huttel","8/3/1986"
288007,"Xuejia","Perko","3/2/1986"
288015,"Qiwen","Neiman","12/11/1986"
288018,"Marke","Peltason","4/12/1986"
288024,"Eldridge","Reutenauer","10/11/1986"
288029,"Lijia","Schaap","3/13/1986"
288040,"Gou","Ranft","1/27/1986"
288046,"Tokuyasu","Feldhoffer","2/26/1986"
288054,"Odysseas","Erie","2/6/1986"
288057,"Alejandro","Ozeri","1/12/1986"
288059,"Leni","Kabayashi","6/23/1986"
288061,"Paraskevi","Birsak","8/21/1986"
288062,"Samphel","Miake","1/27/1986"
288081,"DAIDA","Siochi","3/29/1986"
288100,"Lillian","Kaminger","12/2/1986"
288110,"Claude","Qiwen","11/17/1986"
288119,"Perry","Munch","1/18/1986"
288136,"Chiranjit","Thisen","7/28/1986"
288163,"Shiv","Unni","3/20/1986"
288168,"Akeno","Juneja","4/22/1986"
288176,"Thanasis","Pauthner","1/27/1986"
288184,"Seongbin","Vigier","11/1/1986"
288185,"Remmert","Prochazka","12/20/1986"
288192,"Jamaludin","Openshaw","12/17/1986"
288218,"Hein","Hasenauer","11/19/1986"
288220,"Kish","Kermarrec","11/26/1986"
288228,"Aram","Pettis","11/3/1986"
288234,"Zhiwei","Weiland","11/18/1986"
288246,"Candida","Klassen","12/18/1986"
288260,"Brigham","Trogemann","12/13/1986"
288285,"Eran","Fandrianto","6/7/1986"
288288,"Mohd","Ligten","4/19/1986"
288290,"Baziley","Nyrup","3/12/1986"
288296,"Shahar","Hutton","9/16/1986"
288301,"Youjian","Marchesini","11/8/1986"
288304,"Shan","Majewski","3/28/1986"
288314,"Moriyoshi","Xiaoshan","5/8/1986"
288318,"Tiina","Naudin","9/26/1986"
288319,"Srinidhi","Kaminger","1/11/1986"
288326,"Deborah","Panangaden","12/18/1986"
288332,"Sibyl","Douceur","7/23/1986"
288340,"Moheb","Rosin","1/6/1986"
288341,"Aris","Koshiba","1/6/1986"
288345,"Tuval","Lamparter","11/6/1986"
288350,"Masamitsu","Terkki","11/20/1986"
288353,"Khalid","Decleir","3/3/1986"
288359,"Kwok","Beidas","3/6/1986"
288369,"Eran","Streng","3/20/1986"
288393,"Bernd","Lakshmanan","11/23/1986"
288400,"Arvin","Haraldson","6/16/1986"
288401,"Shigeaki","Roison","7/10/1986"
288411,"Achilleas","Frolund","3/15/1986"
288418,"Zhenhua","Mahnke","7/16/1986"
288423,"Masanao","Marsiglia","8/1/1986"
288425,"Stepehn","Jullig","4/8/1986"
288429,"Luerbio","Luga","4/18/1986"
288443,"Shen","Azumi","8/3/1986"
288461,"Nathan","Madeira","11/9/1986"
288477,"Satyanarayana","Siepmann","10/25/1986"
288482,"Khoa","Gurbaxani","9/25/1986"
288489,"Heather","McClurg","11/2/1986"
288492,"Hirochika","Stifter","6/11/1986"
288493,"Arif","Cullers","6/17/1986"
288498,"Arun","Meszaros","9/7/1986"
288504,"Adly","Conta","9/29/1986"
288528,"Jiafu","Birdsall","11/20/1986"
288531,"Rosli","Stentiford","6/29/1986"
288540,"Uli","Camarinopoulos","8/3/1986"
288549,"Perla","Khalid","10/13/1986"
288553,"Dayanand","Hitomi","7/4/1986"
288557,"Ingmar","Vidya","8/15/1986"
288559,"Franziska","Rijsenbrij","2/17/1986"
288570,"Utpal","Morrin","11/24/1986"
288571,"Shigeichiro","Kranzdorf","2/23/1986"
288572,"Irena","Ranta","2/26/1986"
288573,"Shir","Bruckman","9/15/1986"
288574,"Fayez","Paludetto","1/14/1986"
288575,"Lunjin","Lindenbaum","10/25/1986"
288578,"Boguslaw","Birrer","4/9/1986"
288583,"Howell","Garrabrants","10/1/1986"
288585,"Pragnesh","Veccia","12/26/1986"
288589,"DeForest","Peck","3/8/1986"
288595,"Basant","Boissier","7/13/1986"
288596,"Mircea","Lunn","12/19/1986"
288598,"Gregory","Range","10/12/1986"
288613,"Randy","Narahari","7/17/1986"
288617,"Tsutomu","Beeson","12/5/1986"
288630,"Magdalena","Bresenham","12/2/1986"
288632,"Huican","Baca","6/1/1986"
288634,"Chenyi","Kobara","6/25/1986"
288650,"Gao","Pargaonkar","6/21/1986"
288653,"DAIDA","Rahimi","12/14/1986"
288662,"Lijie","Ramsay","12/13/1986"
288665,"Horward","Khasidashvili","9/16/1986"
288669,"Gianluca","Griswold","12/5/1986"
288684,"Gou","Papastamatiou","5/22/1986"
288700,"Junichi","Auria","2/17/1986"
288720,"Lein","Leuchs","6/1/1986"
288733,"Yuchang","Waschkowski","5/4/1986"
288736,"Gila","Kemmerer","4/30/1986"
288748,"Satoru","Fandrianto","8/26/1986"
288753,"Guther","Bondorf","4/17/1986"
288756,"Stein","Berstel","5/2/1986"
288761,"Moheb","Janocha","11/1/1986"
288770,"Sarita","Gerlach","11/26/1986"
288771,"Vishv","Picco","6/10/1986"
288774,"Vitali","Crelier","9/6/1986"
288775,"Froduald","Rosch","1/8/1986"
288780,"Collette","Fioravanti","7/21/1986"
288799,"Ioana","Collavizza","3/23/1986"
288800,"JoAnne","Isaac","2/3/1986"
288808,"Hailing","Homond","10/30/1986"
288818,"Jackson","Chinal","1/24/1986"
288821,"Elgin","Attimonelli","10/13/1986"
288836,"Mamdouh","Dengi","7/21/1986"
288839,"Thodoros","Matheson","8/25/1986"
288847,"Guenter","Kalafatis","8/25/1986"
288858,"Shaz","Monkewich","11/13/1986"
288862,"Anneke","Lupu","12/25/1986"
288877,"Niclas","Demizu","11/11/1986"
288890,"Nadjib","Hebert","1/13/1986"
288893,"Bedrich","Rosenbaum","12/16/1986"
288895,"Christ","Bierbaum","7/16/1986"
288901,"Oscal","Chenney","10/8/1986"
288902,"Mario","Hiltgen","7/31/1986"
288906,"Hideyuki","Yurek","9/17/1986"
288922,"Shahab","Herath","1/19/1986"
288925,"Kiam","Giveon","6/19/1986"
288939,"Roselyn","Schiper","4/10/1986"
288942,"Xiadong","Ramalingam","4/26/1986"
288951,"Przemyslawa","Samarati","9/16/1986"
288956,"Mack","Chimia","10/12/1986"
288957,"Jungsoon","Terkki","3/8/1986"
288959,"Lenore","Vendrig","11/19/1986"
288964,"Uri","Rettelbach","9/3/1986"
288972,"Valter","Azumi","11/2/1986"
288975,"Pradeep","Cromarty","7/31/1986"
288999,"Qingxiang","Furedi","7/4/1986"
289006,"Gio","Syrotiuk","11/28/1986"
289013,"Quingbo","Panangaden","2/5/1986"
289021,"Danco","Bael","12/21/1986"
289025,"Feixiong","Fordan","11/25/1986"
289039,"Basant","Reinhard","8/13/1986"
289040,"Werner","Vidal","7/23/1986"
289045,"Atreye","Tyugu","9/22/1986"
289057,"Eishiro","Theuretzbacher","6/6/1986"
289062,"Basant","Klerer","1/17/1986"
289070,"Leah","Sidje","1/25/1986"
289081,"Subhrajyoti","Azulay","9/27/1986"
289085,"Shawna","Katalagarianos","11/14/1986"
289086,"Juichirou","Barreiro","11/9/1986"
289096,"Ravishankar","Selvestrel","7/1/1986"
289099,"Yahiko","Bennet","1/18/1986"
289109,"Sumant","Hoogerwoord","5/24/1986"
289110,"Hideo","Sudbeck","4/19/1986"
289111,"Jinxi","Suri","9/23/1986"
289115,"Mohan","Garrabrants","3/6/1986"
289126,"Radhika","Jeansoulin","7/30/1986"
289143,"Gianluca","Mitina","6/6/1986"
289154,"Menkae","Fendler","3/1/1986"
289169,"Shugo","Varman","6/10/1986"
289172,"Valeska","Angiulli","6/1/1986"
289173,"Doowon","Valtorta","12/8/1986"
289180,"Minghong","Msuda","7/31/1986"
289182,"Gio","Nicolson","11/19/1986"
289187,"Chuanyi","Luon","7/20/1986"
289194,"Faiza","Slaats","3/31/1986"
289198,"Rafael","Poehlman","4/11/1986"
289219,"Huican","Marciano","4/19/1986"
289221,"Ulises","Muhlberg","12/7/1986"
289230,"Hsiangchu","Monarch","7/21/1986"
289231,"Kenroku","Pews","9/27/1986"
289270,"Shuho","Mitzlaff","4/28/1986"
289281,"Basant","Mondadori","4/3/1986"
289283,"Eric","Beilner","9/11/1986"
289285,"Mohua","Miake","1/28/1986"
289293,"Zeljko","Dratva","11/19/1986"
289294,"Tsutomu","Merel","10/17/1986"
289299,"Premal","Landherr","5/3/1986"
289305,"Dipankar","Detkin","1/21/1986"
289307,"Takanari","Marrevee","5/20/1986"
289310,"Krassimir","Bonifati","6/28/1986"
289320,"Kwangjo","Bennet","7/16/1986"
289334,"Mototsugu","Waschkowski","10/19/1986"
289338,"Jackson","Facello","9/1/1986"
289342,"Leif","Butner","10/12/1986"
289346,"Adin","Valette","6/12/1986"
289357,"Anoosh","Marletta","12/18/1986"
289367,"Jacopo","McFarlan","11/25/1986"
289418,"Jayson","Kalefeld","4/16/1986"
289419,"Kenroku","Ozeri","6/17/1986"
289421,"Cordelia","Decleir","9/27/1986"
289422,"Guadalupe","Merkl","3/17/1986"
289424,"Syozo","Zschoche","9/2/1986"
289436,"Hidekazu","Anguita","2/25/1986"
289438,"Karlis","Takanami","7/11/1986"
289444,"Werner","Detkin","12/22/1986"
289456,"Kazuhisa","Neiman","10/30/1986"
289458,"Sibyl","Rikino","3/18/1986"
289459,"Xinyu","Gecsel","11/28/1986"
289461,"Sergi","Anandan","9/17/1986"
289462,"Takahira","Hegner","8/7/1986"
289469,"Shin","Braccini","11/8/1986"
289478,"Shin","Picel","5/10/1986"
289524,"Kristen","Chiola","4/23/1986"
289532,"Frederique","Veevers","7/10/1986"
289540,"Kauko","Schmiedel","5/16/1986"
289543,"Shmuel","Kirkerud","9/13/1986"
289572,"Moheb","Gurbaxani","5/4/1986"
289578,"Sungwon","Lindqvist","7/5/1986"
289579,"Moon","Karunanithi","7/13/1986"
289585,"Guther","Pappas","1/25/1986"
289590,"Shen","Talmor","7/15/1986"
289593,"Maya","Barinka","6/26/1986"
289600,"Yoshinari","Camarinopoulos","3/3/1986"
289608,"Carrsten","Petersohn","2/15/1986"
289616,"Mark","Fasbender","6/27/1986"
289617,"Almudena","Eastman","1/11/1986"
289619,"Jiafu","Mundy","5/28/1986"
289620,"Atreyi","Rousseau","4/13/1986"
289633,"Mamdouh","Hanabata","3/30/1986"
289636,"Bernt","Peternell","8/11/1986"
289641,"Hongzhu","Masand","10/18/1986"
289647,"Marit","Murtafg","3/24/1986"
289649,"Arnd","Furedi","9/25/1986"
289650,"Teunis","Felder","1/3/1986"
289683,"Ortrun","Veldwijk","6/18/1986"
289686,"Ortrun","Rajala","3/2/1986"
289694,"Moon","McFarlin","2/7/1986"
289706,"Peternela","Kropatsch","12/26/1986"
289709,"Youpyo","Farris","6/6/1986"
289714,"Otilia","Krybus","10/20/1986"
289721,"Kazuyasu","Huxford","11/10/1986"
289726,"Kristof","Azuma","8/5/1986"
289736,"Duri","Ghelli","8/19/1986"
289742,"Cristinel","Xiaoshan","6/4/1986"
289745,"Sergi","Dengi","4/19/1986"
289750,"Guenter","Collette","11/20/1986"
289756,"Huei","Hegner","3/10/1986"
289761,"Sailaja","Sifakis","2/13/1986"
289789,"Berthier","Viele","4/19/1986"
289796,"Arto","Piazza","9/24/1986"
289801,"Gila","Angot","1/23/1986"
289804,"Khalid","Yetim","12/6/1986"
289811,"Collette","Quittner","8/23/1986"
289848,"Ipke","Majewski","11/9/1986"
289867,"Uno","Peak","4/4/1986"
289871,"Perla","Ecklund","5/7/1986"
289874,"Kwee","Luck","9/27/1986"
289904,"Tetsurou","Bahr","4/25/1986"
289911,"Jayesh","Puoti","6/11/1986"
289938,"Uzi","Eldridge","9/13/1986"
289941,"Shuji","Sudkamp","1/24/1986"
289960,"Denny","Kitsuregawa","12/14/1986"
289961,"Kitty","Ponthieu","6/11/1986"
289986,"Kolar","Kaelbling","4/27/1986"
290000,"Danae","Kading","11/17/1986"
290012,"Sergi","Solares","9/8/1986"
290021,"Akemi","Salvesen","11/14/1986"
290062,"Godehard","Morrow","8/16/1986"
290069,"Guenter","Yoshimura","9/19/1986"
290074,"Breannda","Biran","1/17/1986"
290086,"Demin","Swist","10/18/1986"
290092,"Takahira","Terkki","1/31/1986"
290093,"Martijn","Riesenhuber","2/16/1986"
290099,"Kerryn","Lanzelotte","7/1/1986"
290100,"Fay","Thisen","4/20/1986"
290120,"Sajjad","Eugenio","9/7/1986"
290148,"Gunilla","Brendel","1/9/1986"
290152,"Kousuke","Shanbhogue","3/19/1986"
290192,"Jouni","Boreale","12/30/1986"
290194,"Rosita","Tsukune","10/9/1986"
290197,"Ung","Seuren","6/24/1986"
290213,"Remco","Coors","11/6/1986"
290217,"Kaijung","Azumi","1/14/1986"
290243,"Rafail","Jumpertz","5/28/1986"
290254,"Vugranam","Roohalamini","6/12/1986"
290268,"Xianlong","Fetvedt","3/3/1986"
290287,"Teiji","DuCasse","8/7/1986"
290289,"Mani","Paludetto","12/9/1986"
290290,"Amalendu","Trumbly","11/10/1986"
290291,"Prodip","Janocha","10/19/1986"
290298,"Ziyad","Kuszyk","4/21/1986"
290304,"Weidon","Stavenow","8/20/1986"
290306,"Indrajit","Velasco","5/17/1986"
290312,"Shaunak","Breugel","11/14/1986"
290317,"Yoshinari","Schapiro","7/27/1986"
290328,"Gaurav","Henseler","6/11/1986"
290342,"Tzvetan","Wuwongse","7/4/1986"
290362,"Debaprosad","Bahr","8/17/1986"
290365,"Gianluca","Hebert","10/23/1986"
290380,"Toshiko","Honiden","8/8/1986"
290388,"Christ","Ozeki","1/28/1986"
290404,"Shigeaki","Waschkowski","11/11/1986"
290409,"Sachio","Klerer","4/21/1986"
290435,"Souichi","Kowalchuk","3/27/1986"
290442,"Djenana","Kragelund","9/3/1986"
290461,"Freyja","Leuchs","4/16/1986"
290463,"Candido","Fortenbacher","9/11/1986"
290472,"Adin","Harnett","11/25/1986"
290476,"Honglan","Mansanne","11/26/1986"
290497,"Heon","Braccini","7/30/1986"
290502,"Sasan","Mondadori","9/20/1986"
290515,"Paddy","Muntz","10/11/1986"
290521,"Miomir","Karunanithi","8/11/1986"
290528,"Mayuko","Akaboshi","4/27/1986"
290538,"Kwok","Vrecion","7/20/1986"
290540,"Gennadi","Lyonns","1/15/1986"
290544,"Shahab","Pena","12/29/1986"
290549,"Ymte","Melski","10/12/1986"
290554,"Shaowei","Bruckman","10/27/1986"
290558,"Franziska","Linares","1/3/1986"
290561,"Genki","Melter","6/28/1986"
290563,"Shigehiro","Oxenboll","2/26/1986"
290567,"Martina","Poujol","5/25/1986"
290588,"Phuoc","Baby","4/14/1986"
290589,"Jouni","Chleq","5/9/1986"
290593,"Vojin","Msuda","2/15/1986"
290605,"Suzette","Anick","2/11/1986"
290608,"Hinrich","Gihr","4/17/1986"
290614,"Zhenbing","Joslin","4/6/1986"
290616,"Szabolcs","Ponthieu","11/22/1986"
290629,"Ung","Merle","1/19/1986"
290631,"Yoshinari","Vieri","5/29/1986"
290657,"Uriel","Kusakabe","4/9/1986"
290669,"Arvin","Nations","3/11/1986"
290670,"Aluzio","Sethi","11/7/1986"
290672,"Randi","Bultermann","5/15/1986"
290678,"Gita","Pleszkun","8/10/1986"
290683,"Suvo","Thorensen","12/18/1986"
290685,"Spyrose","Nations","1/5/1986"
290687,"Oddvar","Delgrande","3/25/1986"
290708,"Luigi","Besancenot","6/5/1986"
290714,"Cullen","Vickson","2/24/1986"
290721,"TRUE","Kuszyk","2/13/1986"
290722,"Sachar","Nations","1/19/1986"
290731,"Gunilla","Pepe","9/7/1986"
290740,"Baocai","Lamma","2/18/1986"
290750,"Radhakrishnan","Malinowski","8/11/1986"
290758,"Somnath","Tetzlaff","12/28/1986"
290761,"Yahiko","Waterhouse","9/30/1986"
290765,"Yoshimitsu","Farris","2/4/1986"
290766,"Fumiko","Angelopoulos","3/5/1986"
290772,"Kwee","Chartres","6/3/1986"
290773,"Ottavia","Mukaidono","7/29/1986"
290779,"Anestis","Coney","3/9/1986"
290780,"Tzvetan","Hettesheimer","6/23/1986"
290784,"Marla","Fendler","12/5/1986"
290788,"Weijing","Lundstrom","3/27/1986"
290797,"Feiyu","Boissier","6/5/1986"
290801,"Trygve","Piancastelli","5/10/1986"
290806,"Dung","Kroft","8/10/1986"
290809,"Mototsugu","Warwick","8/14/1986"
290816,"Sachem","Cochrane","1/26/1986"
290821,"Qingxiang","Schueller","6/14/1986"
290827,"Yuuichi","Alpay","12/6/1986"
290828,"Mary","Munro","3/5/1986"
290829,"Izaskun","Bamford","4/15/1986"
290834,"Yonghong","Bernick","10/16/1986"
290851,"Nikolaos","Gladwell","8/3/1986"
290854,"Goa","Skrikant","8/5/1986"
290857,"Zeljko","Garigliano","7/27/1986"
290865,"Pascal","Babb","10/15/1986"
290875,"Masako","Cyne","9/11/1986"
290883,"Rosalyn","Melski","2/6/1986"
290890,"Margareta","Vitiello","1/17/1986"
290891,"Xiaoshan","Krupka","7/8/1986"
290893,"Valdiodio","Rassart","2/16/1986"
290894,"Aksel","Choobineh","7/5/1986"
290910,"Frazer","Pepe","10/14/1986"
290918,"Mantis","Mawatari","7/1/1986"
290919,"Kish","Farris","12/30/1986"
290920,"Christ","Cunliffe","9/10/1986"
290929,"Danco","Siegrist","10/1/1986"
290933,"Zine","Apsitis","9/9/1986"
290935,"Thanasis","Pero","1/19/1986"
290941,"Mart","Katalagarianos","7/19/1986"
290948,"Zorica","Anandan","7/22/1986"
290961,"Munehiko","Kermarrec","9/15/1986"
290989,"Mori","Lamma","11/8/1986"
290990,"Guiseppe","Bennet","11/25/1986"
290991,"Shaibal","Schaar","4/5/1986"
291008,"Takushi","Shimshoni","11/14/1986"
291011,"Aron","Huxford","1/8/1986"
291024,"Sachem","Garnick","12/9/1986"
291034,"Ibibia","Ballarin","9/6/1986"
291039,"Xumin","Zirintsis","6/26/1986"
291040,"Gian","Gimbel","5/5/1986"
291041,"Kyoichi","Iacovou","8/21/1986"
291050,"Changho","Busillo","10/7/1986"
291058,"Limsoon","Furudate","2/1/1986"
291059,"Sanjai","Bultermann","3/9/1986"
291067,"Margareta","Sanella","3/2/1986"
291074,"Hitomi","Maliniak","11/11/1986"
291085,"Zhenbing","Paludetto","9/16/1986"
291086,"Isamu","Krzyzanowski","1/20/1986"
291096,"Sachin","Pettis","5/2/1986"
291100,"Peer","Rindone","8/5/1986"
291119,"Bernice","Huxford","9/28/1986"
291125,"Yongmin","Bresenham","10/23/1986"
291128,"Ugo","Schmezko","11/29/1986"
291149,"Gaurav","Haraldson","9/7/1986"
291159,"Goa","Auyong","1/14/1986"
291165,"Marco","Kohling","8/19/1986"
291171,"Ziyad","Emmerich","8/18/1986"
291172,"Herb","Gewali","11/11/1986"
291182,"Magy","Lortz","6/11/1986"
291204,"Maik","Binkley","6/26/1986"
291217,"Zhilian","Fortenbacher","9/20/1986"
291222,"Stafford","Mellouli","3/18/1986"
291226,"Alois","Lieblein","4/8/1986"
291228,"Berthier","Granlund","3/15/1986"
291236,"Yucel","Vernadat","10/29/1986"
291243,"Keiichiro","Pepe","3/4/1986"
291244,"Wanqing","Burnard","6/3/1986"
291248,"Kazuyasu","Hettesheimer","7/27/1986"
291265,"Dinah","Dulli","6/4/1986"
291270,"Lorien","Riefers","1/2/1986"
291271,"Joydip","Gewali","11/19/1986"
291274,"Tooru","Vieri","6/2/1986"
291286,"Kyoichi","Speek","3/16/1986"
291290,"Stevo","Gopalakrishnan","6/4/1986"
291311,"Adly","Hofman","3/16/1986"
291312,"Oscar","Rosen","6/7/1986"
291315,"Fan","Cincotta","12/3/1986"
291325,"Arno","Speckmann","10/15/1986"
291330,"Mona","Ligten","3/16/1986"
291342,"Bernt","Terkki","6/16/1986"
291354,"Kenton","Matteis","1/9/1986"
291361,"Radhia","Bashian","6/20/1986"
291362,"Gianluca","Bressoud","4/30/1986"
291367,"Xiadong","Kamble","8/14/1986"
291368,"Gita","Rodier","3/24/1986"
291376,"Fai","Jahnichen","6/3/1986"
291378,"Munehiro","Erman","7/4/1986"
291390,"Fay","Binkley","12/30/1986"
291392,"Yucai","Crouzet","8/14/1986"
291394,"Jolita","Hartvigsen","9/7/1986"
291417,"Edwin","Ravishankar","5/23/1986"
291426,"Geraldo","Cooman","8/15/1986"
291431,"Jaideep","Shumilov","12/19/1986"
291434,"Marko","Menhardt","1/17/1986"
291442,"Claude","Riesenhuber","7/14/1986"
291456,"Thanasis","Glinert","6/8/1986"
291458,"Yannis","Ginneken","5/17/1986"
291461,"Oddvar","Whittlesey","3/9/1986"
291465,"Anyuan","Haldar","12/11/1986"
291487,"Abdelwaheb","Hasenauer","3/17/1986"
291498,"Jeane","Pettis","2/7/1986"
291517,"Limsoon","Zeidenstein","4/12/1986"
291518,"Gritta","Siepmann","6/29/1986"
291534,"Akhilish","Paciorek","8/25/1986"
291542,"Barna","Rabehasaina","1/17/1986"
291550,"Lorien","England","11/16/1986"
291560,"Dietrich","Schapiro","5/30/1986"
291567,"Yinghua","Menhardt","2/3/1986"
291573,"Chirstian","Dichev","6/18/1986"
291580,"Nidapan","Gniady","7/24/1986"
291582,"Phillip","McConalogue","6/21/1986"
291584,"Domenico","Lipner","11/22/1986"
291597,"Kwangjo","Chinin","11/5/1986"
291601,"Leni","Hempstead","2/27/1986"
291616,"Stepehn","Jansen","6/14/1986"
291621,"Constantino","Vasanthakumar","12/28/1986"
291629,"Morris","Soicher","5/15/1986"
291638,"Kamakshi","Ossenbruggen","6/1/1986"
291642,"Chrisa","Kakkad","8/22/1986"
291648,"Sigeru","Demizu","10/29/1986"
291651,"Ortrun","Baaleh","1/5/1986"
291653,"Rafael","Strehl","12/19/1986"
291658,"Arvind","Aamodt","11/20/1986"
291663,"Mansur","Lortz","6/4/1986"
291666,"Hironoby","Hofman","4/6/1986"
291689,"Parto","Fiutem","2/22/1986"
291699,"Toshimi","DiGiano","3/16/1986"
291701,"Navid","Klyachko","5/21/1986"
291719,"Volkmar","Schade","9/7/1986"
291740,"Tua","Bratten","6/1/1986"
291774,"Domenick","Marchesini","10/24/1986"
291787,"Tokuyasu","Chleq","2/26/1986"
291788,"Makato","Poupard","4/11/1986"
291789,"Tiina","Benaini","4/25/1986"
291792,"Takahira","Spieker","6/5/1986"
291793,"Kerhong","Eickenmeyer","8/11/1986"
291805,"Hyuncheol","Munke","4/4/1986"
291807,"Sampalli","Winter","12/31/1986"
291817,"Adin","Rosca","3/23/1986"
291830,"Yuchang","Coors","7/2/1986"
291837,"Arto","Ranon","2/14/1986"
291840,"Xiahua","Riefers","12/18/1986"
291849,"Zvonko","Wilharm","8/3/1986"
291850,"Shirish","Esteva","10/4/1986"
291861,"Ramya","Worfolk","4/24/1986"
291869,"Shiv","Pearson","8/4/1986"
291872,"Moni","Christ","11/10/1986"
291891,"Nahla","Haumacher","10/10/1986"
291906,"Zhenbing","Dayana","10/16/1986"
291908,"Marek","Soloway","1/12/1986"
291912,"Yakichi","Miyakawa","11/16/1986"
291916,"Zhiwei","Selvestrel","10/13/1986"
291919,"Morrie","Cannata","8/1/1986"
291920,"Marsha","Chvatal","12/29/1986"
291921,"Mohit","Pell","9/19/1986"
291948,"Bernice","Deville","11/16/1986"
291956,"Claude","Veldwijk","10/12/1986"
291973,"Zito","Hertweck","4/20/1986"
291974,"Bilhanan","Serov","3/22/1986"
291977,"Kinh","Pettis","12/31/1986"
291982,"Subhada","Albarhamtoshy","2/23/1986"
291988,"Berthier","Kranzdorf","6/16/1986"
292001,"Mads","Kropf","3/29/1986"
292004,"Angel","Hockney","7/24/1986"
292012,"Sverrir","Sanella","6/12/1986"
292028,"Valter","Vilarrasa","9/5/1986"
292030,"Aron","Krider","2/4/1986"
292031,"Bouchung","Ulupinar","5/25/1986"
292044,"Chinho","Strehl","10/15/1986"
292062,"Koldo","Weisert","3/8/1986"
292071,"Martine","Kinley","11/2/1986"
292076,"Ingemar","Piveteau","6/6/1986"
